chart_id,chart_type,level,repeat,condition,model_alias,question_id,question_kind,expected_answer,given_answer,exact_match,tolerance_match,parse_ok
line_level1_rep1,line,1,1,image,haiku,1,exact_value,23.0,24 V,0,1,1
line_level1_rep1,line,1,1,image,haiku,2,difference,3.0,4 V,0,0,1
line_level1_rep1,line,1,1,image,haiku,3,extremum,4. mérés,4. mérés,1,1,1
line_level1_rep1,line,1,1,image,haiku,4,aggregate,40.2,41 V,0,1,1
line_level1_rep1,line,1,1,image,opus,1,exact_value,23.0,kb. 23 V,1,1,1
line_level1_rep1,line,1,1,image,opus,2,difference,3.0,kb. 2 V,0,0,1
line_level1_rep1,line,1,1,image,opus,3,extremum,4. mérés,4. mérés,1,1,1
line_level1_rep1,line,1,1,image,opus,4,aggregate,40.2,"kb. 40,5 V",0,1,1
line_level1_rep1,line,1,1,image,sonnet,1,exact_value,23.0,~25 V,0,0,1
line_level1_rep1,line,1,1,image,sonnet,2,difference,3.0,"~2 V (3. mérés ≈ 25 V, 2. mérés ≈ 23 V)",0,0,1
line_level1_rep1,line,1,1,image,sonnet,3,extremum,4. mérés,"4. mérés (~90,5 V)",1,1,1
line_level1_rep1,line,1,1,image,sonnet,4,aggregate,40.2,"~41,75 V ((28,5 + 23 + 25 + 90,5) / 4)",0,1,1
line_level1_rep2,line,1,2,image,claude-sonnet-4-5,1,exact_value,49.0,49,1,1,1
line_level1_rep2,line,1,2,image,claude-sonnet-4-5,2,difference,48.0,48,1,1,1
line_level1_rep2,line,1,2,image,claude-sonnet-4-5,3,extremum,2. mérés,2,0,0,1
line_level1_rep2,line,1,2,image,claude-sonnet-4-5,4,aggregate,59.8,59.75,0,1,1
line_level1_rep2,line,1,2,image,haiku,1,exact_value,49.0,50,0,1,1
line_level1_rep2,line,1,2,image,haiku,2,difference,48.0,46,0,1,1
line_level1_rep2,line,1,2,image,haiku,3,extremum,2. mérés,2,0,0,1
line_level1_rep2,line,1,2,image,haiku,4,aggregate,59.8,60.5,0,1,1
line_level1_rep2,line,1,2,image,opus,1,exact_value,49.0,49 V,1,1,1
line_level1_rep2,line,1,2,image,opus,2,difference,48.0,48 V,1,1,1
line_level1_rep2,line,1,2,image,opus,3,extremum,2. mérés,2. mérés,1,1,1
line_level1_rep2,line,1,2,image,opus,4,aggregate,59.8,"59,5 V",0,1,1
line_level1_rep2,line,1,2,image,sonnet,1,exact_value,49.0,~47,0,1,1
line_level1_rep2,line,1,2,image,sonnet,2,difference,48.0,~46,0,1,1
line_level1_rep2,line,1,2,image,sonnet,3,extremum,2. mérés,2. mérés (~93),1,1,1
line_level1_rep2,line,1,2,image,sonnet,4,aggregate,59.8,~59.75,0,1,1
line_level2_rep1,line,2,1,image,claude-sonnet-4-5,1,exact_value,67.0,67,1,1,1
line_level2_rep1,line,2,1,image,claude-sonnet-4-5,2,difference,30.0,30,1,1,1
line_level2_rep1,line,2,1,image,claude-sonnet-4-5,3,extremum,5. mérés,5. mérés,1,1,1
line_level2_rep1,line,2,1,image,claude-sonnet-4-5,4,aggregate,53.4,53.6,0,1,1
line_level2_rep1,line,2,1,image,haiku,1,exact_value,67.0,68,0,1,1
line_level2_rep1,line,2,1,image,haiku,2,difference,30.0,28,0,1,1
line_level2_rep1,line,2,1,image,haiku,3,extremum,5. mérés,5,0,0,1
line_level2_rep1,line,2,1,image,haiku,4,aggregate,53.4,54,0,1,1
line_level2_rep1,line,2,1,image,opus,1,exact_value,67.0,67 V,1,1,1
line_level2_rep1,line,2,1,image,opus,2,difference,30.0,30 V (67 V és 97 V),1,1,1
line_level2_rep1,line,2,1,image,opus,3,extremum,5. mérés,"B minta, 5. mérés (83 V)",1,1,1
line_level2_rep1,line,2,1,image,opus,4,aggregate,53.4,53.43 V,0,1,1
line_level2_rep1,line,2,1,image,sonnet,1,exact_value,67.0,67,1,1,1
line_level2_rep1,line,2,1,image,sonnet,2,difference,30.0,30,1,1,1
line_level2_rep1,line,2,1,image,sonnet,3,extremum,5. mérés,"B minta, 5. mérés (~83)",1,1,1
line_level2_rep1,line,2,1,image,sonnet,4,aggregate,53.4,~53.57,0,1,1
line_level2_rep2,line,2,2,image,claude-sonnet-4-5,1,exact_value,14.0,14,1,1,1
line_level2_rep2,line,2,2,image,claude-sonnet-4-5,2,difference,38.0,38,1,1,1
line_level2_rep2,line,2,2,image,claude-sonnet-4-5,3,extremum,4. mérés,4. mérés,1,1,1
line_level2_rep2,line,2,2,image,claude-sonnet-4-5,4,aggregate,53.3,53.14,0,1,1
line_level2_rep2,line,2,2,image,haiku,1,exact_value,14.0,14,1,1,1
line_level2_rep2,line,2,2,image,haiku,2,difference,38.0,36,0,1,1
line_level2_rep2,line,2,2,image,haiku,3,extremum,4. mérés,4. mérés,1,1,1
line_level2_rep2,line,2,2,image,haiku,4,aggregate,53.3,53,0,1,1
line_level2_rep2,line,2,2,image,opus,1,exact_value,14.0,kb. 14 V,1,1,1
line_level2_rep2,line,2,2,image,opus,2,difference,38.0,kb. 38 V,1,1,1
line_level2_rep2,line,2,2,image,opus,3,extremum,4. mérés,"A minta, 4. mérés (kb. 94 V)",1,1,1
line_level2_rep2,line,2,2,image,opus,4,aggregate,53.3,kb. 53 V,0,1,1
line_level2_rep2,line,2,2,image,sonnet,1,exact_value,14.0,~15,0,0,1
line_level2_rep2,line,2,2,image,sonnet,2,difference,38.0,~35,0,1,1
line_level2_rep2,line,2,2,image,sonnet,3,extremum,4. mérés,"A minta, 4. mérés (~91)",1,1,1
line_level2_rep2,line,2,2,image,sonnet,4,aggregate,53.3,~53.3,1,1,1
line_level3_rep1,line,3,1,image,claude-sonnet-4-5,1,exact_value,78.4,78,0,1,1
line_level3_rep1,line,3,1,image,claude-sonnet-4-5,2,difference,43.8,44,0,1,1
line_level3_rep1,line,3,1,image,claude-sonnet-4-5,3,extremum,1. mérés,1. mérés,1,1,1
line_level3_rep1,line,3,1,image,claude-sonnet-4-5,4,aggregate,52.29,52.6,0,1,1
line_level3_rep1,line,3,1,image,haiku,1,exact_value,78.4,79,0,1,1
line_level3_rep1,line,3,1,image,haiku,2,difference,43.8,44,0,1,1
line_level3_rep1,line,3,1,image,haiku,3,extremum,1. mérés,1. mérés,1,1,1
line_level3_rep1,line,3,1,image,haiku,4,aggregate,52.29,53,0,1,1
line_level3_rep1,line,3,1,image,opus,1,exact_value,78.4,kb. 78 V,0,1,1
line_level3_rep1,line,3,1,image,opus,2,difference,43.8,"kb. 44 V (C minta ~78 V, B minta ~34 V)",0,1,1
line_level3_rep1,line,3,1,image,opus,3,extremum,1. mérés,1. mérés (kb. 93 V),1,1,1
line_level3_rep1,line,3,1,image,opus,4,aggregate,52.29,kb. 52 V,0,1,1
line_level3_rep1,line,3,1,image,sonnet,1,exact_value,78.4,~78,0,1,1
line_level3_rep1,line,3,1,image,sonnet,2,difference,43.8,~43 (78 - 35),0,1,1
line_level3_rep1,line,3,1,image,sonnet,3,extremum,1. mérés,"C minta, 1. mérés (~94)",1,1,1
line_level3_rep1,line,3,1,image,sonnet,4,aggregate,52.29,"~52 ((94+87+21+65+13+70+31+15+10+78+89) / 11 ≈ 52,1)",0,1,1
line_level3_rep2,line,3,2,image,claude-sonnet-4-5,1,exact_value,69.7,70,0,1,1
line_level3_rep2,line,3,2,image,claude-sonnet-4-5,2,difference,2.9,3,0,1,1
line_level3_rep2,line,3,2,image,claude-sonnet-4-5,3,extremum,5. mérés,5. mérés,1,1,1
line_level3_rep2,line,3,2,image,claude-sonnet-4-5,4,aggregate,61.28,61.6,0,1,1
line_level3_rep2,line,3,2,image,haiku,1,exact_value,69.7,70,0,1,1
line_level3_rep2,line,3,2,image,haiku,2,difference,2.9,3,0,1,1
line_level3_rep2,line,3,2,image,haiku,3,extremum,5. mérés,5. mérés,1,1,1
line_level3_rep2,line,3,2,image,haiku,4,aggregate,61.28,61.5,0,1,1
line_level3_rep2,line,3,2,image,opus,1,exact_value,69.7,"kb. 69,5 V",0,1,1
line_level3_rep2,line,3,2,image,opus,2,difference,2.9,"kb. 3 V (B minta 1. mérés ~69,5 V, A minta 10. mérés ~66,5 V)",0,1,1
line_level3_rep2,line,3,2,image,opus,3,extremum,5. mérés,5. mérés (kb. 99 V),1,1,1
line_level3_rep2,line,3,2,image,opus,4,aggregate,61.28,kb. 61 V,0,1,1
line_level3_rep2,line,3,2,image,sonnet,1,exact_value,69.7,70,0,1,1
line_level3_rep2,line,3,2,image,sonnet,2,difference,2.9,3,0,1,1
line_level3_rep2,line,3,2,image,sonnet,3,extremum,5. mérés,"B minta, 5. mérés (≈99)",1,1,1
line_level3_rep2,line,3,2,image,sonnet,4,aggregate,61.28,≈61,0,1,1
line_level4_rep1,line,4,1,image,claude-sonnet-4-5,1,exact_value,59.49,40,0,0,1
line_level4_rep1,line,4,1,image,claude-sonnet-4-5,2,difference,6.38,12,0,0,1
line_level4_rep1,line,4,1,image,claude-sonnet-4-5,3,extremum,1. mérés,1. mérés,1,1,1
line_level4_rep1,line,4,1,image,claude-sonnet-4-5,4,aggregate,58.767,37.3,0,0,1
line_level4_rep1,line,4,1,image,haiku,1,exact_value,59.49,60 V,0,1,1
line_level4_rep1,line,4,1,image,haiku,2,difference,6.38,8 V,0,0,1
line_level4_rep1,line,4,1,image,haiku,3,extremum,1. mérés,1. mérés,1,1,1
line_level4_rep1,line,4,1,image,haiku,4,aggregate,58.767,65.6 V,0,0,1
line_level4_rep1,line,4,1,image,opus,1,exact_value,59.49,kb. 59 V,0,1,1
line_level4_rep1,line,4,1,image,opus,2,difference,6.38,"kb. 6 V (8. mérés ≈ 59 V, 13. mérés ≈ 53 V)",0,1,1
line_level4_rep1,line,4,1,image,opus,3,extremum,1. mérés,1. mérés (kb. 97 V),1,1,1
line_level4_rep1,line,4,1,image,opus,4,aggregate,58.767,kb. 59 V,0,1,1
line_level4_rep1,line,4,1,image,sonnet,1,exact_value,59.49,59,0,1,1
line_level4_rep1,line,4,1,image,sonnet,2,difference,6.38,7,0,0,1
line_level4_rep1,line,4,1,image,sonnet,3,extremum,1. mérés,"A minta, 1. mérés (~97)",1,1,1
line_level4_rep1,line,4,1,image,sonnet,4,aggregate,58.767,~58.6,0,1,1
line_level4_rep1_text,line,4,1,text,claude-sonnet-4-5,1,exact_value,59.49,59.49,1,1,1
line_level4_rep1_text,line,4,1,text,claude-sonnet-4-5,2,difference,6.38,6.38,1,1,1
line_level4_rep1_text,line,4,1,text,claude-sonnet-4-5,3,extremum,1. mérés,1. mérés,1,1,1
line_level4_rep1_text,line,4,1,text,claude-sonnet-4-5,4,aggregate,58.767,58.77,0,1,1
line_level4_rep1_text,line,4,1,text,haiku,1,exact_value,59.49,59.49,1,1,1
line_level4_rep1_text,line,4,1,text,haiku,2,difference,6.38,6.38,1,1,1
line_level4_rep1_text,line,4,1,text,haiku,3,extremum,1. mérés,"A minta, 1. mérés",1,1,1
line_level4_rep1_text,line,4,1,text,haiku,4,aggregate,58.767,58.77,0,1,1
line_level4_rep1_text,line,4,1,text,opus,1,exact_value,59.49,59.49,1,1,1
line_level4_rep1_text,line,4,1,text,opus,2,difference,6.38,6.38,1,1,1
line_level4_rep1_text,line,4,1,text,opus,3,extremum,1. mérés,"A minta, 1. mérés (97.11)",1,1,1
line_level4_rep1_text,line,4,1,text,opus,4,aggregate,58.767,58.77,0,1,1
line_level4_rep1_text,line,4,1,text,sonnet,1,exact_value,59.49,59.49,1,1,1
line_level4_rep1_text,line,4,1,text,sonnet,2,difference,6.38,6.38,1,1,1
line_level4_rep1_text,line,4,1,text,sonnet,3,extremum,1. mérés,1. mérés (97.11),1,1,1
line_level4_rep1_text,line,4,1,text,sonnet,4,aggregate,58.767,58.77,0,1,1
line_level4_rep2,line,4,2,image,claude-sonnet-4-5,1,exact_value,65.65,46,0,0,1
line_level4_rep2,line,4,2,image,claude-sonnet-4-5,2,difference,28.5,34,0,0,1
line_level4_rep2,line,4,2,image,claude-sonnet-4-5,3,extremum,2. mérés,2. mérés,1,1,1
line_level4_rep2,line,4,2,image,claude-sonnet-4-5,4,aggregate,53.305,72.56,0,0,1
line_level4_rep2,line,4,2,image,haiku,1,exact_value,65.65,48,0,0,1
line_level4_rep2,line,4,2,image,haiku,2,difference,28.5,35,0,0,1
line_level4_rep2,line,4,2,image,haiku,3,extremum,2. mérés,3,0,0,1
line_level4_rep2,line,4,2,image,haiku,4,aggregate,53.305,42,0,0,1
line_level4_rep2,line,4,2,image,opus,1,exact_value,65.65,"≈65,5 V",0,1,1
line_level4_rep2,line,4,2,image,opus,2,difference,28.5,"≈28,5 V (B minta 1. mérés ≈65,5 V, C minta 5. mérés ≈94 V)",1,1,1
line_level4_rep2,line,4,2,image,opus,3,extremum,2. mérés,"A minta, 2. mérés (≈98,5 V)",1,1,1
line_level4_rep2,line,4,2,image,opus,4,aggregate,53.305,≈53 V,0,1,1
line_level4_rep2,line,4,2,image,sonnet,1,exact_value,65.65,66,0,1,1
line_level4_rep2,line,4,2,image,sonnet,2,difference,28.5,28,0,1,1
line_level4_rep2,line,4,2,image,sonnet,3,extremum,2. mérés,"A minta, 2. mérés (~98)",1,1,1
line_level4_rep2,line,4,2,image,sonnet,4,aggregate,53.305,~53.2,0,1,1
line_level4_rep2_text,line,4,2,text,claude-sonnet-4-5,1,exact_value,65.65,65.65,1,1,1
line_level4_rep2_text,line,4,2,text,claude-sonnet-4-5,2,difference,28.5,28.5,1,1,1
line_level4_rep2_text,line,4,2,text,claude-sonnet-4-5,3,extremum,2. mérés,"A minta, 2. mérés",1,1,1
line_level4_rep2_text,line,4,2,text,claude-sonnet-4-5,4,aggregate,53.305,53.305,1,1,1
line_level4_rep2_text,line,4,2,text,haiku,1,exact_value,65.65,65.65,1,1,1
line_level4_rep2_text,line,4,2,text,haiku,2,difference,28.5,28.5,1,1,1
line_level4_rep2_text,line,4,2,text,haiku,3,extremum,2. mérés,"A minta, 2. mérés",1,1,1
line_level4_rep2_text,line,4,2,text,haiku,4,aggregate,53.305,53.305,1,1,1
line_level4_rep2_text,line,4,2,text,opus,1,exact_value,65.65,65.65,1,1,1
line_level4_rep2_text,line,4,2,text,opus,2,difference,28.5,28.5,1,1,1
line_level4_rep2_text,line,4,2,text,opus,3,extremum,2. mérés,"A minta, 2. mérés (98.53)",1,1,1
line_level4_rep2_text,line,4,2,text,opus,4,aggregate,53.305,53.31,0,1,1
line_level4_rep2_text,line,4,2,text,sonnet,1,exact_value,65.65,65.65,1,1,1
line_level4_rep2_text,line,4,2,text,sonnet,2,difference,28.5,28.5,1,1,1
line_level4_rep2_text,line,4,2,text,sonnet,3,extremum,2. mérés,"A minta, 2. mérés (98.53)",1,1,1
line_level4_rep2_text,line,4,2,text,sonnet,4,aggregate,53.305,53.31,0,1,1
line_level5_rep1,line,5,1,image,claude-sonnet-4-5,1,exact_value,38.71,75,0,0,1
line_level5_rep1,line,5,1,image,claude-sonnet-4-5,2,difference,5.7,20,0,0,1
line_level5_rep1,line,5,1,image,claude-sonnet-4-5,3,extremum,22. mérés,10. mérés,0,0,1
line_level5_rep1,line,5,1,image,claude-sonnet-4-5,4,aggregate,59.99,70,0,0,1
line_level5_rep1,line,5,1,image,haiku,1,exact_value,38.71,50,0,0,1
line_level5_rep1,line,5,1,image,haiku,2,difference,5.7,5,0,0,1
line_level5_rep1,line,5,1,image,haiku,3,extremum,22. mérés,1,0,0,1
line_level5_rep1,line,5,1,image,haiku,4,aggregate,59.99,26,0,0,1
line_level5_rep1,line,5,1,image,opus,1,exact_value,38.71,nincs adat,0,0,1
line_level5_rep1,line,5,1,image,opus,2,difference,5.7,nincs adat,0,0,1
line_level5_rep1,line,5,1,image,opus,3,extremum,22. mérés,nincs adat,0,0,1
line_level5_rep1,line,5,1,image,opus,4,aggregate,59.99,nincs adat,0,0,1
line_level5_rep1,line,5,1,image,sonnet,1,exact_value,38.71,~35,0,0,1
line_level5_rep1,line,5,1,image,sonnet,2,difference,5.7,"~50 (B minta 4. mérés ≈ 85, B minta 8. mérés ≈ 35)",0,0,1
line_level5_rep1,line,5,1,image,sonnet,3,extremum,22. mérés,"D minta, 13. mérés, érték ≈ 95",0,0,1
line_level5_rep1,line,5,1,image,sonnet,4,aggregate,59.99,~52,0,0,1
line_level5_rep1_text,line,5,1,text,claude-sonnet-4-5,1,exact_value,38.71,38.71,1,1,1
line_level5_rep1_text,line,5,1,text,claude-sonnet-4-5,2,difference,5.7,5.7,1,1,1
line_level5_rep1_text,line,5,1,text,claude-sonnet-4-5,3,extremum,22. mérés,22. mérés,1,1,1
line_level5_rep1_text,line,5,1,text,claude-sonnet-4-5,4,aggregate,59.99,59.99,1,1,1
line_level5_rep1_text,line,5,1,text,haiku,1,exact_value,38.71,38.71,1,1,1
line_level5_rep1_text,line,5,1,text,haiku,2,difference,5.7,5.7,1,1,1
line_level5_rep1_text,line,5,1,text,haiku,3,extremum,22. mérés,22. mérés,1,1,1
line_level5_rep1_text,line,5,1,text,haiku,4,aggregate,59.99,59.99,1,1,1
line_level5_rep1_text,line,5,1,text,opus,1,exact_value,38.71,38.71,1,1,1
line_level5_rep1_text,line,5,1,text,opus,2,difference,5.7,5.7,1,1,1
line_level5_rep1_text,line,5,1,text,opus,3,extremum,22. mérés,"D minta, 22. mérés",1,1,1
line_level5_rep1_text,line,5,1,text,opus,4,aggregate,59.99,59.99,1,1,1
line_level5_rep1_text,line,5,1,text,sonnet,1,exact_value,38.71,38.71,1,1,1
line_level5_rep1_text,line,5,1,text,sonnet,2,difference,5.7,5.7,1,1,1
line_level5_rep1_text,line,5,1,text,sonnet,3,extremum,22. mérés,"D minta, 22. mérés (98.1)",1,1,1
line_level5_rep1_text,line,5,1,text,sonnet,4,aggregate,59.99,59.99,1,1,1
line_level5_rep2,line,5,2,image,claude-sonnet-4-5,1,exact_value,80.82,72,0,0,1
line_level5_rep2,line,5,2,image,claude-sonnet-4-5,2,difference,19.46,20,0,1,1
line_level5_rep2,line,5,2,image,claude-sonnet-4-5,3,extremum,24. mérés,4. mérés,0,0,1
line_level5_rep2,line,5,2,image,claude-sonnet-4-5,4,aggregate,45.57,62,0,0,1
line_level5_rep2,line,5,2,image,haiku,1,exact_value,80.82,nincs adat,0,0,1
line_level5_rep2,line,5,2,image,haiku,2,difference,19.46,nincs adat,0,0,1
line_level5_rep2,line,5,2,image,haiku,3,extremum,24. mérés,"B minta, 9. mérés",0,0,1
line_level5_rep2,line,5,2,image,haiku,4,aggregate,45.57,77,0,0,1
line_level5_rep2,line,5,2,image,opus,1,exact_value,80.82,nincs adat,0,0,1
line_level5_rep2,line,5,2,image,opus,2,difference,19.46,nincs adat,0,0,1
line_level5_rep2,line,5,2,image,opus,3,extremum,24. mérés,nincs adat,0,0,1
line_level5_rep2,line,5,2,image,opus,4,aggregate,45.57,nincs adat,0,0,1
line_level5_rep2,line,5,2,image,sonnet,1,exact_value,80.82,~95,0,0,1
line_level5_rep2,line,5,2,image,sonnet,2,difference,19.46,~45,0,0,1
line_level5_rep2,line,5,2,image,sonnet,3,extremum,24. mérés,"B minta, ~1. vagy ~17. mérés (~95-100)",0,0,1
line_level5_rep2,line,5,2,image,sonnet,4,aggregate,45.57,~60,0,0,1
line_level5_rep2_text,line,5,2,text,claude-sonnet-4-5,1,exact_value,80.82,80.82,1,1,1
line_level5_rep2_text,line,5,2,text,claude-sonnet-4-5,2,difference,19.46,19.46,1,1,1
line_level5_rep2_text,line,5,2,text,claude-sonnet-4-5,3,extremum,24. mérés,"B minta, 24. mérés",1,1,1
line_level5_rep2_text,line,5,2,text,claude-sonnet-4-5,4,aggregate,45.57,45.57,1,1,1
line_level5_rep2_text,line,5,2,text,haiku,1,exact_value,80.82,80.82,1,1,1
line_level5_rep2_text,line,5,2,text,haiku,2,difference,19.46,19.46,1,1,1
line_level5_rep2_text,line,5,2,text,haiku,3,extremum,24. mérés,24. mérés,1,1,1
line_level5_rep2_text,line,5,2,text,haiku,4,aggregate,45.57,45.57,1,1,1
line_level5_rep2_text,line,5,2,text,opus,1,exact_value,80.82,80.82,1,1,1
line_level5_rep2_text,line,5,2,text,opus,2,difference,19.46,19.46,1,1,1
line_level5_rep2_text,line,5,2,text,opus,3,extremum,24. mérés,"B minta, 24. mérés (90.98)",1,1,1
line_level5_rep2_text,line,5,2,text,opus,4,aggregate,45.57,45.57,1,1,1
line_level5_rep2_text,line,5,2,text,sonnet,1,exact_value,80.82,80.82,1,1,1
line_level5_rep2_text,line,5,2,text,sonnet,2,difference,19.46,19.46,1,1,1
line_level5_rep2_text,line,5,2,text,sonnet,3,extremum,24. mérés,"B minta, 24. mérés (90.98)",1,1,1
line_level5_rep2_text,line,5,2,text,sonnet,4,aggregate,45.57,45.57,1,1,1
line_level5_rep3,line,5,3,image,claude-sonnet-4-5,1,exact_value,66.95,68,0,1,1
line_level5_rep3,line,5,3,image,claude-sonnet-4-5,2,difference,36.79,36,0,1,1
line_level5_rep3,line,5,3,image,claude-sonnet-4-5,3,extremum,22. mérés,4. mérés,0,0,1
line_level5_rep3,line,5,3,image,claude-sonnet-4-5,4,aggregate,60.794,33,0,0,1
line_level5_rep3,line,5,3,image,haiku,1,exact_value,66.95,70,0,1,1
line_level5_rep3,line,5,3,image,haiku,2,difference,36.79,40,0,0,1
line_level5_rep3,line,5,3,image,haiku,3,extremum,22. mérés,13,0,0,1
line_level5_rep3,line,5,3,image,haiku,4,aggregate,60.794,60,0,1,1
line_level5_rep3,line,5,3,image,opus,1,exact_value,66.95,41 V,0,0,1
line_level5_rep3,line,5,3,image,opus,2,difference,36.79,kb. 6 V,0,0,1
line_level5_rep3,line,5,3,image,opus,3,extremum,22. mérés,"C minta, 5. mérés (kb. 88 V)",0,0,1
line_level5_rep3,line,5,3,image,opus,4,aggregate,60.794,kb. 55 V,0,0,1
line_level5_rep3,line,5,3,image,sonnet,1,exact_value,66.95,67,0,1,1
line_level5_rep3,line,5,3,image,sonnet,2,difference,36.79,9,0,0,1
line_level5_rep3,line,5,3,image,sonnet,3,extremum,22. mérés,"C minta, 4. mérés (~94)",0,0,1
line_level5_rep3,line,5,3,image,sonnet,4,aggregate,60.794,~62,0,1,1
line_level5_rep4,line,5,4,image,claude-sonnet-4-5,1,exact_value,67.15,43,0,0,1
line_level5_rep4,line,5,4,image,claude-sonnet-4-5,2,difference,1.43,17,0,0,1
line_level5_rep4,line,5,4,image,claude-sonnet-4-5,3,extremum,12. mérés,1. mérés,0,0,1
line_level5_rep4,line,5,4,image,claude-sonnet-4-5,4,aggregate,63.738,60,0,0,1
line_level5_rep4,line,5,4,image,haiku,1,exact_value,67.15,20,0,0,1
line_level5_rep4,line,5,4,image,haiku,2,difference,1.43,35,0,0,1
line_level5_rep4,line,5,4,image,haiku,3,extremum,12. mérés,12. mérés,1,1,1
line_level5_rep4,line,5,4,image,haiku,4,aggregate,63.738,55,0,0,1
line_level5_rep4,line,5,4,image,opus,1,exact_value,67.15,kb. 35 V,0,0,1
line_level5_rep4,line,5,4,image,opus,2,difference,1.43,kb. 25 V,0,0,1
line_level5_rep4,line,5,4,image,opus,3,extremum,12. mérés,"C minta, 8. mérés (kb. 98 V)",0,0,1
line_level5_rep4,line,5,4,image,opus,4,aggregate,63.738,kb. 55 V,0,0,1
line_level5_rep4,line,5,4,image,sonnet,1,exact_value,67.15,95,0,0,1
line_level5_rep4,line,5,4,image,sonnet,2,difference,1.43,45,0,0,1
line_level5_rep4,line,5,4,image,sonnet,3,extremum,12. mérés,"C minta, 8. mérés (kb. 95)",0,0,1
line_level5_rep4,line,5,4,image,sonnet,4,aggregate,63.738,kb. 58,0,0,1
line_level5_rep5,line,5,5,image,claude-sonnet-4-5,1,exact_value,13.34,50,0,0,1
line_level5_rep5,line,5,5,image,claude-sonnet-4-5,2,difference,67.6,2,0,0,1
line_level5_rep5,line,5,5,image,claude-sonnet-4-5,3,extremum,19. mérés,6. mérés,0,0,1
line_level5_rep5,line,5,5,image,claude-sonnet-4-5,4,aggregate,47.339,55,0,0,1
line_level5_rep5,line,5,5,image,haiku,1,exact_value,13.34,65,0,0,1
line_level5_rep5,line,5,5,image,haiku,2,difference,67.6,15,0,0,1
line_level5_rep5,line,5,5,image,haiku,3,extremum,19. mérés,1. mérés,0,0,1
line_level5_rep5,line,5,5,image,haiku,4,aggregate,47.339,50,0,0,1
line_level5_rep5,line,5,5,image,opus,1,exact_value,13.34,nincs adat,0,0,1
line_level5_rep5,line,5,5,image,opus,2,difference,67.6,nincs adat,0,0,1
line_level5_rep5,line,5,5,image,opus,3,extremum,19. mérés,nincs adat,0,0,1
line_level5_rep5,line,5,5,image,opus,4,aggregate,47.339,nincs adat,0,0,1
line_level5_rep5,line,5,5,image,sonnet,1,exact_value,13.34,~13,0,1,1
line_level5_rep5,line,5,5,image,sonnet,2,difference,67.6,~68,0,1,1
line_level5_rep5,line,5,5,image,sonnet,3,extremum,19. mérés,19. mérés,1,1,1
line_level5_rep5,line,5,5,image,sonnet,4,aggregate,47.339,~47,0,1,1
scatter_level1_rep1,scatter,1,1,image,claude-sonnet-4-5,1,exact_value,56.0,56,1,1,1
scatter_level1_rep1,scatter,1,1,image,claude-sonnet-4-5,2,difference,25.0,25,1,1,1
scatter_level1_rep1,scatter,1,1,image,claude-sonnet-4-5,3,extremum,4,4,1,1,1
scatter_level1_rep1,scatter,1,1,image,claude-sonnet-4-5,4,aggregate,60.0,60,1,1,1
scatter_level1_rep1,scatter,1,1,image,haiku,1,exact_value,56.0,56,1,1,1
scatter_level1_rep1,scatter,1,1,image,haiku,2,difference,25.0,25,1,1,1
scatter_level1_rep1,scatter,1,1,image,haiku,3,extremum,4,4,1,1,1
scatter_level1_rep1,scatter,1,1,image,haiku,4,aggregate,60.0,60,1,1,1
scatter_level1_rep1,scatter,1,1,image,opus,1,exact_value,56.0,56,1,1,1
scatter_level1_rep1,scatter,1,1,image,opus,2,difference,25.0,25,1,1,1
scatter_level1_rep1,scatter,1,1,image,opus,3,extremum,4,4,1,1,1
scatter_level1_rep1,scatter,1,1,image,opus,4,aggregate,60.0,60,1,1,1
scatter_level1_rep1,scatter,1,1,image,sonnet,1,exact_value,56.0,56,1,1,1
scatter_level1_rep1,scatter,1,1,image,sonnet,2,difference,25.0,25,1,1,1
scatter_level1_rep1,scatter,1,1,image,sonnet,3,extremum,4,4,1,1,1
scatter_level1_rep1,scatter,1,1,image,sonnet,4,aggregate,60.0,60,1,1,1
scatter_level1_rep2,scatter,1,2,image,claude-sonnet-4-5,1,exact_value,90.0,90,1,1,1
scatter_level1_rep2,scatter,1,2,image,claude-sonnet-4-5,2,difference,27.0,27,1,1,1
scatter_level1_rep2,scatter,1,2,image,claude-sonnet-4-5,3,extremum,2,2,1,1,1
scatter_level1_rep2,scatter,1,2,image,claude-sonnet-4-5,4,aggregate,55.2,55,0,1,1
scatter_level1_rep2,scatter,1,2,image,haiku,1,exact_value,90.0,90,1,1,1
scatter_level1_rep2,scatter,1,2,image,haiku,2,difference,27.0,28,0,1,1
scatter_level1_rep2,scatter,1,2,image,haiku,3,extremum,2,2,1,1,1
scatter_level1_rep2,scatter,1,2,image,haiku,4,aggregate,55.2,55,0,1,1
scatter_level1_rep2,scatter,1,2,image,opus,1,exact_value,90.0,90 V,1,1,1
scatter_level1_rep2,scatter,1,2,image,opus,2,difference,27.0,kb. 28 V (90 − 62),0,1,1
scatter_level1_rep2,scatter,1,2,image,opus,3,extremum,2,2. pont,1,1,1
scatter_level1_rep2,scatter,1,2,image,opus,4,aggregate,55.2,kb. 55 V,0,1,1
scatter_level1_rep2,scatter,1,2,image,sonnet,1,exact_value,90.0,90,1,1,1
scatter_level1_rep2,scatter,1,2,image,sonnet,2,difference,27.0,28,0,1,1
scatter_level1_rep2,scatter,1,2,image,sonnet,3,extremum,2,2,1,1,1
